# The Mousetrap - vocabulary expansion candidates
# Generated from 1164 canonical speech lines
# Existing dictionary entries and vocabulary already listed for each speech were excluded
# Candidates: 1000 (single words: 456, phrases: 544)
# LINE = global speech line (1-based); SPEECH_ID = canonical script ID; OCCURRENCES = normalized count
# Candidate list only: verify context and part of speech before dictionary integration.

NO	LINE	SPEECH_ID	TYPE	LEMMA	SURFACE	OCCURRENCES
1	1	act1-scene1-speech-0001	WORD	accord	according, According	3
2	1	act1-scene1-speech-0001	WORD	bind	bound	2
3	1	act1-scene1-speech-0001	PHRASE-2	bind road	bound roads	1
4	1	act1-scene1-speech-0001	PHRASE-2	certain freezing	certain freezing	1
5	1	act1-scene1-speech-0001	WORD	country	country	9
6	1	act1-scene1-speech-0001	PHRASE-3	crime take place	crime took place	2
7	1	act1-scene1-speech-0001	WORD	dark	dark	5
8	1	act1-scene1-speech-0001	PHRASE-2	dark overcoat	dark overcoat	2
9	1	act1-scene1-speech-0001	PHRASE-3	dark overcoat light	dark overcoat light	1
10	1	act1-scene1-speech-0001	PHRASE-2	heavy snow	heavy snow	2
11	1	act1-scene1-speech-0001	PHRASE-3	ice bind road	ice bound roads	1
12	1	act1-scene1-speech-0001	WORD	interview	interview	4
13	1	act1-scene1-speech-0001	PHRASE-3	interview a man	interview a man	3
14	1	act1-scene1-speech-0001	PHRASE-2	light scarf	light scarf	2
15	1	act1-scene1-speech-0001	WORD	man	man, men	20
16	1	act1-scene1-speech-0001	PHRASE-2	murder woman	murdered woman	2
17	1	act1-scene1-speech-0001	WORD	north	north, North	3
18	1	act1-scene1-speech-0001	WORD	northeast	northeast	1
19	1	act1-scene1-speech-0001	PHRASE-2	northeast coast	northeast coast	1
20	1	act1-scene1-speech-0001	PHRASE-2	overcoat light	overcoat light	1
21	1	act1-scene1-speech-0001	PHRASE-3	place at twenty	place at twenty	2
22	1	act1-scene1-speech-0001	WORD	police	police	26
23	1	act1-scene1-speech-0001	WORD	snow	snow, snowed	26
24	1	act1-scene1-speech-0001	WORD	twenty	twenty	10
25	1	act1-scene1-speech-0001	WORD	vicinity	vicinity	3
26	1	act1-scene1-speech-0001	WORD	warn	warned	3
27	1	act1-scene1-speech-0001	PHRASE-3	warn against ice	warned against ice	1
28	1	act1-scene1-speech-0001	WORD	wear	wearing, wear	7
29	1	act1-scene1-speech-0001	WORD	woman	woman, women	25
30	2	act1-scene1-speech-0002	WORD	cold	cold	7
31	2	act1-scene1-speech-0002	WORD	nice	nice	9
32	4	act1-scene1-speech-0004	WORD	work	work, worked	2
33	5	act1-scene1-speech-0005	WORD	leave	leave, left, Left, Leave	16
34	7	act1-scene1-speech-0007	WORD	nose	nose	1
35	7	act1-scene1-speech-0007	WORD	sweetheart	sweetheart	1
36	8	act1-scene1-speech-0008	WORD	come	come, coming, comes, Come	79
37	9	act1-scene1-speech-0009	WORD	weather	weather	8
38	10	act1-scene1-speech-0010	WORD	chicken	chicken, chickens	5
39	10	act1-scene1-speech-0010	WORD	forget	forgotten, forget, forgetting, forgot	12
40	10	act1-scene1-speech-0010	WORD	get	get, got, Got, getting	109
41	10	act1-scene1-speech-0010	PHRASE-3	get the chicken	get the chicken	1
42	10	act1-scene1-speech-0010	WORD	go	go, went, going, Go	122
43	11	act1-scene1-speech-0011	WORD	anything	anything	18
44	11	act1-scene1-speech-0011	WORD	day	day, days	9
45	11	act1-scene1-speech-0011	WORD	good	good, better, best, goods	27
46	11	act1-scene1-speech-0011	WORD	half	half	5
47	11	act1-scene1-speech-0011	WORD	right	right	40
48	11	act1-scene1-speech-0011	PHRASE-2	right kind	right kind	1
49	11	act1-scene1-speech-0011	PHRASE-3	skid like anything	skidding like anything	1
50	11	act1-scene1-speech-0011	PHRASE-3	snow up tomorrow	snowed up tomorrow	1
51	11	act1-scene1-speech-0011	WORD	tomorrow	tomorrow	2
52	11	act1-scene1-speech-0011	WORD	whole	whole	5
53	11	act1-scene1-speech-0011	PHRASE-2	whole day	whole day	1
54	12	act1-scene1-speech-0012	WORD	dear	dear, dears	13
55	12	act1-scene1-speech-0012	WORD	hope	hope, Hope	13
56	13	act1-scene1-speech-0013	WORD	keep	keep, keeping, kept	9
57	13	act1-scene1-speech-0013	WORD	much	much, Much	23
58	13	act1-scene1-speech-0013	WORD	send	send, sending, sent	7
59	13	act1-scene1-speech-0013	PHRASE-3	send the coke	send the coke	1
60	14	act1-scene1-speech-0014	WORD	everything	everything	10
61	14	act1-scene1-speech-0014	WORD	first	first	6
62	14	act1-scene1-speech-0014	WORD	important	important	3
63	14	act1-scene1-speech-0014	PHRASE-2	want everything	want everything	1
64	15	act1-scene1-speech-0015	WORD	arrive	arrived, arrive, arriving	11
65	15	act1-scene1-speech-0015	WORD	ready	ready	2
66	16	act1-scene1-speech-0016	WORD	early	early	1
67	16	act1-scene1-speech-0016	PHRASE-3	everything in order	everything in order	1
68	16	act1-scene1-speech-0016	WORD	hook	hooked	2
69	16	act1-scene1-speech-0016	WORD	order	order, ordered	3
70	16	act1-scene1-speech-0016	WORD	thank	thank, Thank	9
71	16	act1-scene1-speech-0016	WORD	think	think, thinking, thought, Thought	96
72	16	act1-scene1-speech-0016	PHRASE-2	think everything	think everything	1
73	17	act1-scene1-speech-0017	WORD	leaf	leaves	1
74	17	act1-scene1-speech-0017	PHRASE-2	leaf everything	leaves everything	1
75	19	act1-scene1-speech-0019	WORD	ask	ask, asked, asking	14
76	19	act1-scene1-speech-0019	WORD	cook	cook, cooking, cooked	7
77	19	act1-scene1-speech-0019	WORD	long	long	16
78	20	act1-scene1-speech-0020	PHRASE-2	get lot	got lots	1
79	20	act1-scene1-speech-0020	WORD	lot	lots, lot	14
80	20	act1-scene1-speech-0020	PHRASE-3	lot of tin	lots of tins	1
81	21	act1-scene1-speech-0021	WORD	foot	feet, foot	4
82	21	act1-scene1-speech-0021	WORD	house	house, houses	19
83	21	act1-scene1-speech-0021	WORD	idea	idea, ideas	9
84	21	act1-scene1-speech-0021	PHRASE-2	mad idea	mad idea	1
85	21	act1-scene1-speech-0021	WORD	run	running, ran, run, runs	17
86	21	act1-scene1-speech-0021	WORD	sell	sell, sold, Sold	3
87	21	act1-scene1-speech-0021	PHRASE-3	sell the place	sell the place	1
88	21	act1-scene1-speech-0021	WORD	sorry	sorry	7
89	22	act1-scene1-speech-0022	WORD	love	love	5
90	22	act1-scene1-speech-0022	WORD	talk	talking, talk, Talking	10
91	23	act1-scene1-speech-0023	WORD	pretty	Pretty, pretty	6
92	23	act1-scene1-speech-0023	PHRASE-2	pretty good	Pretty good	1
93	25	act1-scene1-speech-0025	WORD	however	However, however	3
94	25	act1-scene1-speech-0025	WORD	name	name, names	19
95	27	act1-scene1-speech-0027	WORD	icy	icy	1
96	27	act1-scene1-speech-0027	PHRASE-2	icy yard	icy yard	1
97	27	act1-scene1-speech-0027	WORD	night	night	7
98	28	act1-scene1-speech-0028	WORD	eleven	eleven	3
99	28	act1-scene1-speech-0028	PHRASE-3	eleven at night	eleven at night	1
100	30	act1-scene1-speech-0030	WORD	minute	minute, minutes	8
101	31	act1-scene1-speech-0031	WORD	room	rooms, room	35
102	33	act1-scene1-speech-0033	PHRASE-2	get rent	got rent	1
103	33	act1-scene1-speech-0033	WORD	people	people	34
104	33	act1-scene1-speech-0033	PHRASE-3	rent in advance	rent in advance	1
105	35	act1-scene1-speech-0035	WORD	game	game, games	6
106	36	act1-scene1-speech-0036	WORD	bring	bring, brought, Brought, Bring	9
107	36	act1-scene1-speech-0036	PHRASE-2	bring luggage	bring luggage	1
108	36	act1-scene1-speech-0036	WORD	pay	pay, paying	7
109	37	act1-scene1-speech-0037	PHRASE-3	course in hotel	course in hotel	1
110	37	act1-scene1-speech-0037	WORD	help	help, helping	11
111	37	act1-scene1-speech-0037	WORD	sure	sure	10
112	37	act1-scene1-speech-0037	PHRASE-3	take a correspondence	taken a correspondence	1
113	37	act1-scene1-speech-0037	WORD	way	way	25
114	38	act1-scene1-speech-0038	PHRASE-2	good address	good addresses	1
115	38	act1-scene1-speech-0038	WORD	write	wrote, write, writing, written	15
116	40	act1-scene1-speech-0040	WORD	week	week, weeks	8
117	41	act1-scene1-speech-0041	WORD	wonderful	wonderful	3
118	41	act1-scene1-speech-0041	PHRASE-2	wonderful woman	wonderful woman	1
119	42	act1-scene1-speech-0042	PHRASE-2	icebound road	icebound roads	1
120	42	act1-scene1-speech-0042	PHRASE-3	warn against icebound	warned against icebound	1
121	44	act1-scene1-speech-0044	PHRASE-3	attempt the drive	attempt the drive	1
122	44	act1-scene1-speech-0044	WORD	delightful	delightful	1
123	44	act1-scene1-speech-0044	WORD	give	gave, given, give, Give	14
124	44	act1-scene1-speech-0044	PHRASE-2	simply awful	simply awful	1
125	46	act1-scene1-speech-0046	WORD	bird	birds	1
126	46	act1-scene1-speech-0046	WORD	brass	brass	1
127	46	act1-scene1-speech-0046	WORD	flower	flowers	1
128	46	act1-scene1-speech-0046	PHRASE-3	get any wax	got any wax	1
129	46	act1-scene1-speech-0046	WORD	know	know, knowing, knows, known	124
130	46	act1-scene1-speech-0046	PHRASE-3	love this place	love this place	1
131	46	act1-scene1-speech-0046	WORD	table	table, tables	9
132	46	act1-scene1-speech-0046	PHRASE-2	terrifically grim	terrifically grim	1
133	46	act1-scene1-speech-0046	WORD	wax	wax	1
134	46	act1-scene1-speech-0046	PHRASE-2	whole place	whole place	1
135	47	act1-scene1-speech-0047	WORD	afraid	afraid	9
136	48	act1-scene1-speech-0048	WORD	carve	carved, carving	2
137	48	act1-scene1-speech-0048	PHRASE-2	carve fruit	carved fruits	1
138	48	act1-scene1-speech-0048	WORD	great	great	4
139	48	act1-scene1-speech-0048	PHRASE-2	mahogany sideboard	mahogany sideboard	1
140	48	act1-scene1-speech-0048	PHRASE-2	plummy mahogany	plummy mahogany	1
141	48	act1-scene1-speech-0048	WORD	purple	purple	2
142	48	act1-scene1-speech-0048	PHRASE-2	purple plummy	purple plummy	1
143	48	act1-scene1-speech-0048	PHRASE-3	purple plummy mahogany	purple plummy mahogany	1
144	49	act1-scene1-speech-0049	WORD	dining	dining	5
145	51	act1-scene1-speech-0051	WORD	warm	warm	3
146	52	act1-scene1-speech-0052	PHRASE-2	absolutely perfect	Absolutely perfect	1
147	52	act1-scene1-speech-0052	WORD	away	away	22
148	52	act1-scene1-speech-0052	PHRASE-2	centre mahogany	centre mahogany	1
149	52	act1-scene1-speech-0052	PHRASE-2	mahogany table	mahogany table	1
150	52	act1-scene1-speech-0052	WORD	perfect	perfect	2
151	53	act1-scene1-speech-0053	WORD	prefer	prefer	1
152	53	act1-scene1-speech-0053	PHRASE-2	think guest	thought guests	1
153	54	act1-scene1-speech-0054	WORD	age	ages, age, aged	8
154	54	act1-scene1-speech-0054	PHRASE-2	assort age	assorted ages	1
155	54	act1-scene1-speech-0054	WORD	back	back	18
156	54	act1-scene1-speech-0054	WORD	call	called, calls, Call, call	9
157	54	act1-scene1-speech-0054	WORD	child	children, child	24
158	54	act1-scene1-speech-0054	PHRASE-2	dining table	dining table	1
159	54	act1-scene1-speech-0054	PHRASE-2	eleven child	eleven children	1
160	54	act1-scene1-speech-0054	PHRASE-2	fade mother	faded mother	1
161	54	act1-scene1-speech-0054	WORD	family	family, families	2
162	54	act1-scene1-speech-0054	WORD	father	father	5
163	54	act1-scene1-speech-0054	WORD	feeling	feeling	2
164	54	act1-scene1-speech-0054	PHRASE-3	feeling for period	feeling for period	1
165	54	act1-scene1-speech-0054	PHRASE-2	good home	good home	1
166	54	act1-scene1-speech-0054	PHRASE-2	grim governess	grim governess	1
167	54	act1-scene1-speech-0054	WORD	handsome	handsome	1
168	54	act1-scene1-speech-0054	PHRASE-2	handsome father	handsome father	1
169	54	act1-scene1-speech-0054	WORD	little	little	28
170	54	act1-scene1-speech-0054	PHRASE-2	little table	little tables	1
171	54	act1-scene1-speech-0054	PHRASE-2	mahogany dining	mahogany dining	1
172	54	act1-scene1-speech-0054	WORD	mother	mother	6
173	54	act1-scene1-speech-0054	PHRASE-2	mother eleven	mother eleven	1
174	54	act1-scene1-speech-0054	WORD	poor	poor	5
175	54	act1-scene1-speech-0054	PHRASE-2	right family	right family	1
176	54	act1-scene1-speech-0054	WORD	somebody	somebody	5
177	55	act1-scene1-speech-0055	WORD	say	say, said, says, saying	70
178	55	act1-scene1-speech-0055	PHRASE-2	suitcase upstairs	suitcase upstairs	1
179	55	act1-scene1-speech-0055	WORD	upstairs	upstairs	8
180	57	act1-scene1-speech-0057	PHRASE-2	chintz rose	chintz roses	1
181	57	act1-scene1-speech-0057	PHRASE-2	little chintz	little chintz	1
182	57	act1-scene1-speech-0057	PHRASE-3	little chintz rose	little chintz roses	1
183	59	act1-scene1-speech-0059	WORD	believe	believe, believed	20
184	60	act1-scene1-speech-0060	WORD	like	like, liked	9
185	60	act1-scene1-speech-0060	WORD	year	year, years	9
186	61	act1-scene1-speech-0061	WORD	interesting	interesting	6
187	61	act1-scene1-speech-0061	WORD	mean	mean, meant	24
188	61	act1-scene1-speech-0061	PHRASE-2	think people	think people, thought people	2
189	61	act1-scene1-speech-0061	WORD	tick	Ticked	1
190	63	act1-scene1-speech-0063	WORD	agree	agree, agreed	4
191	63	act1-scene1-speech-0063	WORD	anyone	anyone	7
192	63	act1-scene1-speech-0063	WORD	never	never, Never	22
193	67	act1-scene1-speech-0067	WORD	baptize	baptized	1
194	67	act1-scene1-speech-0067	WORD	christopher	Christopher	3
195	67	act1-scene1-speech-0067	PHRASE-2	course everyone	course everyone	1
196	67	act1-scene1-speech-0067	WORD	everyone	everyone	7
197	67	act1-scene1-speech-0067	WORD	find	find, found	26
198	67	act1-scene1-speech-0067	WORD	last	last	12
199	67	act1-scene1-speech-0067	WORD	make	makes, make, made, Makes	26
200	67	act1-scene1-speech-0067	PHRASE-2	make joke	makes jokes	1
201	67	act1-scene1-speech-0067	WORD	wife	wife	13
202	69	act1-scene1-speech-0069	WORD	beautiful	beautiful	2
203	71	act1-scene1-speech-0071	WORD	always	always, Always	17
204	71	act1-scene1-speech-0071	PHRASE-3	matter of course	matter of course	1
205	71	act1-scene1-speech-0071	WORD	something	something	16
206	71	act1-scene1-speech-0071	PHRASE-2	take compliment	take compliments	1
207	71	act1-scene1-speech-0071	PHRASE-3	woman take compliment	women take compliments	1
208	74	act1-scene1-speech-0074	WORD	hot	hot	3
209	74	act1-scene1-speech-0074	PHRASE-2	hot water	hot water	1
210	74	act1-scene1-speech-0074	PHRASE-3	hot water boiler	hot water boiler	1
211	74	act1-scene1-speech-0074	WORD	water	water	2
212	74	act1-scene1-speech-0074	PHRASE-2	water boiler	water boiler	1
213	80	act1-scene1-speech-0080	WORD	door	door, doors	20
214	80	act1-scene1-speech-0080	PHRASE-3	leave the door	leave the door	1
215	81	act1-scene1-speech-0081	PHRASE-2	great difficulty	great difficulty	1
216	81	act1-scene1-speech-0081	WORD	meet	meet, met	13
217	81	act1-scene1-speech-0081	WORD	seem	seems, seem, seemed	28
218	81	act1-scene1-speech-0081	PHRASE-3	share a taxi	share a taxi	1
219	81	act1-scene1-speech-0081	WORD	stop	stopped, Stop, stop	4
220	82	act1-scene1-speech-0082	PHRASE-3	see that someone	seen that someone	1
221	82	act1-scene1-speech-0082	WORD	someone	someone	11
222	82	act1-scene1-speech-0082	WORD	train	train, trains	3
223	84	act1-scene1-speech-0084	WORD	coat	coat	4
224	84	act1-scene1-speech-0084	WORD	moment	moment	7
225	85	act1-scene1-speech-0085	PHRASE-3	clear of snow	cleared of snow	1
226	89	act1-scene1-speech-0089	WORD	young	young, youngest, younger	29
227	91	act1-scene1-speech-0091	PHRASE-2	much experience	much experience	1
228	91	act1-scene1-speech-0091	PHRASE-3	run an establishment	running an establishment	1
229	92	act1-scene1-speech-0092	WORD	begin	beginning, begin	5
230	92	act1-scene1-speech-0092	PHRASE-3	begin for everything	beginning for everything	1
231	93	act1-scene1-speech-0093	PHRASE-3	get dry rot	got dry rot	2
232	93	act1-scene1-speech-0093	WORD	old	old, older	20
233	93	act1-scene1-speech-0093	PHRASE-2	old house	old house	1
234	93	act1-scene1-speech-0093	PHRASE-3	old old house	old old house	1
235	93	act1-scene1-speech-0093	WORD	rot	rot	2
236	95	act1-scene1-speech-0095	WORD	late	late	3
237	95	act1-scene1-speech-0095	PHRASE-3	lot of people	lot of people	3
238	96	act1-scene1-speech-0096	PHRASE-2	perfect condition	perfect condition	1
239	97	act1-scene1-speech-0097	PHRASE-2	get worm	got worm	1
240	97	act1-scene1-speech-0097	WORD	oak	oak	1
241	97	act1-scene1-speech-0097	WORD	paint	paint	1
242	99	act1-scene1-speech-0099	PHRASE-3	foot of snow	feet of snow	1
243	99	act1-scene1-speech-0099	WORD	forty	forty	1
244	99	act1-scene1-speech-0099	PHRASE-3	leave in nineteen	leave in nineteen	1
245	99	act1-scene1-speech-0099	WORD	morning	morning	4
246	99	act1-scene1-speech-0099	WORD	nineteen	nineteen	1
247	99	act1-scene1-speech-0099	PHRASE-2	nineteen forty	nineteen forty	1
248	99	act1-scene1-speech-0099	PHRASE-2	see anything	seen anything, see anything	2
249	99	act1-scene1-speech-0099	PHRASE-3	snow by morning	snow by morning	1
250	99	act1-scene1-speech-0099	WORD	time	time	26
251	101	act1-scene1-speech-0101	WORD	put	put, puts, putting, Put	17
252	104	act1-scene1-speech-0104	PHRASE-2	much servant	much servant	1
253	104	act1-scene1-speech-0104	PHRASE-3	much servant difficulty	much servant difficulty	1
254	105	act1-scene1-speech-0105	PHRASE-3	good local woman	good local woman	1
255	105	act1-scene1-speech-0105	PHRASE-2	local woman	local woman	1
256	108	act1-scene1-speech-0108	WORD	full	full, fullest	4
257	108	act1-scene1-speech-0108	PHRASE-2	full running	full running	1
258	108	act1-scene1-speech-0108	WORD	running	running	1
259	108	act1-scene1-speech-0108	PHRASE-2	running order	running order	1
260	108	act1-scene1-speech-0108	WORD	understand	understood, understand	7
261	110	act1-scene1-speech-0110	PHRASE-3	kind of establishment	kind of establishment	1
262	110	act1-scene1-speech-0110	WORD	open	opening, opened, open, opens	6
263	110	act1-scene1-speech-0110	PHRASE-3	open this kind	opening this kind	1
264	110	act1-scene1-speech-0110	PHRASE-3	staff of servant	staff of servants	1
265	114	act1-scene1-speech-0114	PHRASE-2	adore nursery	adore nursery	1
266	114	act1-scene1-speech-0114	PHRASE-2	poor thing	poor thing	1
267	114	act1-scene1-speech-0114	WORD	rhyme	rhymes, rhyme	2
268	114	act1-scene1-speech-0114	WORD	robin	robin	1
269	114	act1-scene1-speech-0114	WORD	thing	thing, things	39
270	115	act1-scene1-speech-0115	WORD	introduce	introduce	1
271	117	act1-scene1-speech-0117	PHRASE-2	beautiful house	beautiful house	1
272	118	act1-scene1-speech-0118	WORD	life	life	6
273	121	act1-scene1-speech-0121	WORD	fill	fill, filled	2
274	121	act1-scene1-speech-0121	WORD	many	many	5
275	121	act1-scene1-speech-0121	PHRASE-2	many application	many applications	1
276	121	act1-scene1-speech-0121	WORD	month	month	1
277	121	act1-scene1-speech-0121	PHRASE-3	term next month	terms next month	1
278	122	act1-scene1-speech-0122	WORD	need	need, needs	9
279	122	act1-scene1-speech-0122	WORD	try	tried, trying, try, tries	20
280	123	act1-scene1-speech-0123	WORD	darling	Darling, darling	8
281	124	act1-scene1-speech-0124	PHRASE-2	horrible woman	horrible woman	1
282	124	act1-scene1-speech-0124	PHRASE-2	perfectly horrible	perfectly horrible	1
283	124	act1-scene1-speech-0124	PHRASE-3	perfectly horrible woman	perfectly horrible woman	1
284	126	act1-scene1-speech-0126	WORD	car	car	10
285	126	act1-scene1-speech-0126	WORD	mile	mile, miles	2
286	128	act1-scene1-speech-0128	PHRASE-2	good fire	good fire	1
287	128	act1-scene1-speech-0128	WORD	travel	travel	1
288	132	act1-scene1-speech-0132	WORD	fall	falls, fall	2
289	132	act1-scene1-speech-0132	PHRASE-2	get plenty	got plenty	2
290	132	act1-scene1-speech-0132	PHRASE-2	heavy fall	heavy falls	1
291	132	act1-scene1-speech-0132	PHRASE-3	plenty of provision	plenty of provisions	1
292	132	act1-scene1-speech-0132	PHRASE-3	say heavy fall	says heavy falls	1
293	132	act1-scene1-speech-0132	PHRASE-2	warn etcetera	warned etcetera	1
294	133	act1-scene1-speech-0133	WORD	eat	eat, eating	2
295	133	act1-scene1-speech-0133	PHRASE-2	excellent manager	excellent manager	1
296	135	act1-scene1-speech-0135	WORD	news	news	2
297	138	act1-scene1-speech-0138	PHRASE-3	strangle a woman	Strangled a woman	1
298	139	act1-scene1-speech-0139	PHRASE-2	darkish overcoat	darkish overcoat, darkish overcoats	3
299	139	act1-scene1-speech-0139	WORD	message	messages	1
300	139	act1-scene1-speech-0139	PHRASE-3	wear darkish overcoat	wearing darkish overcoat	1
301	141	act1-scene1-speech-0141	PHRASE-2	interview someone	interview someone	1
302	141	act1-scene1-speech-0141	PHRASE-2	polite way	polite way	1
303	147	act1-scene1-speech-0147	WORD	tell	told, tell, Tell, telling	32
304	150	act1-scene1-speech-0150	PHRASE-2	awful night	awful night	1
305	150	act1-scene1-speech-0150	PHRASE-3	like a bath	like a bath	1
306	152	act1-scene1-speech-0152	WORD	fig	figs	1
307	152	act1-scene1-speech-0152	PHRASE-3	mash the potato	mashing the potatoes	1
308	152	act1-scene1-speech-0152	WORD	mince	minced	2
309	152	act1-scene1-speech-0152	PHRASE-2	nice dinner	nice dinner	1
310	152	act1-scene1-speech-0152	WORD	opening	opening	1
311	152	act1-scene1-speech-0152	WORD	stew	stewed	1
312	152	act1-scene1-speech-0152	PHRASE-3	think of opening	thinking of opening	1
313	152	act1-scene1-speech-0152	PHRASE-3	tin of pea	tin of peas	1
314	154	act1-scene1-speech-0154	PHRASE-2	adore cooking	adore cooking	2
315	154	act1-scene1-speech-0154	WORD	cooking	cooking	3
316	154	act1-scene1-speech-0154	PHRASE-2	get egg	got eggs	1
317	155	act1-scene1-speech-0155	PHRASE-2	keep lot	keep lots	1
318	155	act1-scene1-speech-0155	PHRASE-3	lot of egg	lot of eggs	1
319	155	act1-scene1-speech-0155	PHRASE-3	lot of fowl	lots of fowls	1
320	155	act1-scene1-speech-0155	PHRASE-3	plenty of egg	plenty of eggs	1
321	156	act1-scene1-speech-0156	WORD	add	add	1
322	156	act1-scene1-speech-0156	WORD	cheap	cheap	1
323	156	act1-scene1-speech-0156	PHRASE-3	get a bottle	got a bottle	1
324	156	act1-scene1-speech-0156	WORD	type	type	1
325	156	act1-scene1-speech-0156	PHRASE-2	type wine	type wine	1
326	157	act1-scene1-speech-0157	WORD	hour	hour, hours	4
327	157	act1-scene1-speech-0157	PHRASE-3	lot of trouble	lot of trouble	1
328	157	act1-scene1-speech-0157	PHRASE-3	save a lot	save a lot	1
329	157	act1-scene1-speech-0157	WORD	together	together	2
330	157	act1-scene1-speech-0157	WORD	trouble	trouble	1
331	158	act1-scene1-speech-0158	PHRASE-2	good room	best room	1
332	162	act1-scene1-speech-0162	PHRASE-3	get no use	got no use	1
333	162	act1-scene1-speech-0162	WORD	use	use, used	8
334	163	act1-scene1-speech-0163	PHRASE-2	get brick	got bricks	1
335	164	act1-scene1-speech-0164	PHRASE-2	bilk hotel	bilking hotel	1
336	164	act1-scene1-speech-0164	WORD	keeper	keepers	1
337	164	act1-scene1-speech-0164	WORD	nothing	nothing	12
338	164	act1-scene1-speech-0164	PHRASE-2	young man	young men, young man, younger man	8
339	167	act1-scene1-speech-0167	WORD	hard	hard	3
340	170	act1-scene1-speech-0170	WORD	rate	rate	1
341	177	act1-scene1-speech-0177	WORD	answer	answer, answered	4
342	177	act1-scene1-speech-0177	WORD	big	big	1
343	177	act1-scene1-speech-0177	PHRASE-2	big iron	big iron	1
344	177	act1-scene1-speech-0177	PHRASE-3	big iron gate	big iron gates	1
345	177	act1-scene1-speech-0177	PHRASE-2	charming hostess	charming hostess	2
346	177	act1-scene1-speech-0177	PHRASE-2	good fortune	good fortune	1
347	177	act1-scene1-speech-0177	PHRASE-2	iron gate	iron gates	1
348	177	act1-scene1-speech-0177	PHRASE-2	little bag	little bag	2
349	177	act1-scene1-speech-0177	WORD	prayer	prayer	1
350	177	act1-scene1-speech-0177	WORD	twice	Twice, twice	2
351	179	act1-scene1-speech-0179	WORD	small	small	1
352	181	act1-scene1-speech-0181	PHRASE-2	house today	house today	1
353	181	act1-scene1-speech-0181	WORD	new	new	2
354	181	act1-scene1-speech-0181	PHRASE-3	open this place	opened this place	1
355	181	act1-scene1-speech-0181	WORD	today	today	5
356	184	act1-scene1-speech-0184	PHRASE-3	lock the car	locked the car	1
357	184	act1-scene1-speech-0184	WORD	securely	securely	1
358	187	act1-scene1-speech-0187	PHRASE-2	cold room	cold room	1
359	187	act1-scene1-speech-0187	WORD	others	others	3
360	187	act1-scene1-speech-0187	PHRASE-2	thoroughly warm	thoroughly warm	1
361	188	act1-scene1-speech-0188	PHRASE-2	several guest	several guests	1
362	190	act1-scene1-speech-0190	WORD	complete	complete, completes	2
363	190	act1-scene1-speech-0190	WORD	cut	cut, Cut	13
364	190	act1-scene1-speech-0190	WORD	even	even, Even	11
365	190	act1-scene1-speech-0190	WORD	nobody	nobody	2
366	190	act1-scene1-speech-0190	WORD	sound	sounds, sound, Sounds	6
367	191	act1-scene2-speech-0001	PHRASE-3	start this place	starting this place, started this place	2
368	192	act1-scene2-speech-0002	PHRASE-2	egg homemade	eggs homemade	1
369	192	act1-scene2-speech-0002	PHRASE-2	homemade marmalade	homemade marmalade	1
370	192	act1-scene2-speech-0002	WORD	nicely	nicely	1
371	192	act1-scene2-speech-0002	WORD	scramble	Scrambled	1
372	196	act1-scene2-speech-0006	PHRASE-3	make a pie	make a pie	1
373	196	act1-scene2-speech-0006	WORD	tonight	tonight	1
374	197	act1-scene2-speech-0007	WORD	speak	speak, speaking, Spoke	10
375	198	act1-scene2-speech-0008	PHRASE-2	comfortable bed	comfortable beds	1
376	198	act1-scene2-speech-0008	PHRASE-2	least mine	least mine	1
377	198	act1-scene2-speech-0008	WORD	mine	mine	1
378	199	act1-scene2-speech-0009	PHRASE-2	good bedroom	best bedroom	1
379	201	act1-scene2-speech-0011	PHRASE-2	comfortable writing	comfortable writing	1
380	201	act1-scene2-speech-0011	PHRASE-3	comfortable writing room	comfortable writing room	1
381	201	act1-scene2-speech-0011	WORD	different	different	5
382	201	act1-scene2-speech-0011	PHRASE-2	different impression	different impression	1
383	201	act1-scene2-speech-0011	WORD	large	larger	1
384	201	act1-scene2-speech-0011	PHRASE-2	large place	larger place	1
385	201	act1-scene2-speech-0011	PHRASE-2	much large	much larger	1
386	201	act1-scene2-speech-0011	PHRASE-3	much large place	much larger place	1
387	201	act1-scene2-speech-0011	WORD	writing	writing	1
388	202	act1-scene2-speech-0012	PHRASE-3	old tabby delight	old tabbies delight	1
389	202	act1-scene2-speech-0012	PHRASE-2	tabby delight	tabbies delight	1
390	205	act1-scene2-speech-0015	WORD	stay	stay, staying	10
391	212	act1-scene2-speech-0022	PHRASE-2	back door	back door	1
392	212	act1-scene2-speech-0022	WORD	shovel	shovel	1
393	212	act1-scene2-speech-0022	PHRASE-3	shovel the snow	shovel the snow	1
394	217	act1-scene2-speech-0027	PHRASE-3	anything about housework	anything about housework	1
395	217	act1-scene2-speech-0027	PHRASE-3	carry a carpet	Carrying a carpet	1
396	217	act1-scene2-speech-0027	WORD	front	front	6
397	217	act1-scene2-speech-0027	PHRASE-3	incredible young woman	incredible young woman	1
398	217	act1-scene2-speech-0027	PHRASE-2	know anything	know anything	4
399	217	act1-scene2-speech-0027	PHRASE-2	young woman	young woman	2
400	218	act1-scene2-speech-0028	PHRASE-2	nice stair	nice stairs	1
401	219	act1-scene2-speech-0029	PHRASE-3	morning before lunch	morning before lunch	1
